hotelKey,chain,spiritCode,name_en,brand_en,regionCode,countryCode,city_en,rateWindowStartDate,rateWindowEndDate,rateWindowNights,officialDynamicRateAvailable,officialDynamicAverageRateLocal,officialDynamicAverageCurrency,officialDynamicAverageBasis,officialDynamicAverageSampleCount,taxInclusiveAverageRateLocal,preTaxAverageRateLocal,taxAndFeeAverageAmountLocal,taxAndFeeAverageRate,taxBreakdownAvailable,taxInclusiveRateKind,taxEstimateUsed,taxEstimateBasis,tax1Name,tax1Rate,tax1AmountLocal,tax2Name,tax2Rate,tax2AmountLocal,windowAverageRateLocal,windowPreTaxAverageRateLocal,windowMinRateLocal,windowMaxRateLocal,weekdayAverageRateLocal,weekendAverageRateLocal,weekdayPreTaxAverageRateLocal,weekendPreTaxAverageRateLocal,weekdaySampleCount,weekendSampleCount,currentOfficialLeadRateLocal,currentOfficialLeadRateFmt,rateStatus,rateSource,rateCaveat,fetchedAt,propertySiteURL_en
IHG Hotels & Resorts:IHG-SIAVC,IHG Hotels & Resorts,IHG-SIAVC,voco Xi'an ETDZ,voco,MAINLAND_CN,CN,Xi'an,2026-05-25,2026-05-31,7,true,654.84,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,6,654.84,561.61,93.23,0.17,false,official_tax_inclusive,false,,,,,,,,654.84,561.61,430.9,1071.15,637.6,741.06,546.82,635.55,5,1,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/voco/hotels/us/en/xian/siavc/hoteldetail
IHG Hotels & Resorts:IHG-SIAQL,IHG Hotels & Resorts,IHG-SIAQL,voco Xi'an Qindu Legend,voco,MAINLAND_CN,CN,Xi'an,2026-05-25,2026-05-31,7,true,441.66,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,441.66,378.78,62.88,0.17,false,official_tax_inclusive,false,,,,,,,,441.66,378.78,437.55,453.05,440.21,445.3,377.53,381.9,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/voco/hotels/us/en/xian/siaql/hoteldetail
IHG Hotels & Resorts:IHG-XMNJE,IHG Hotels & Resorts,IHG-XMNJE,Crowne Plaza Xiamen Jimei Seaview,Crowne Plaza,MAINLAND_CN,CN,Xiamen,2026-05-25,2026-05-31,7,true,593.89,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,593.89,509.34,84.55,0.17,false,official_tax_inclusive,false,,,,,,,,593.89,509.34,484.07,715.57,632.28,497.92,542.26,427.03,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/crowneplaza/hotels/us/en/xiamen/xmnje/hoteldetail
IHG Hotels & Resorts:IHG-XMNAH,IHG Hotels & Resorts,IHG-XMNAH,Holiday Inn Express Xiamen Airport Zone,Holiday Inn Express,MAINLAND_CN,CN,Xiamen,2026-05-25,2026-05-31,7,true,349.11,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,6,349.11,299.41,49.7,0.17,false,official_tax_inclusive,false,,,,,,,,349.11,299.41,337.85,355.58,354.74,337.85,304.24,289.75,4,2,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinnexpress/hotels/us/en/xiamen/xmnah/hoteldetail
IHG Hotels & Resorts:IHG-XMNCC,IHG Hotels & Resorts,IHG-XMNCC,Holiday Inn Express Xiamen City Center,Holiday Inn Express,MAINLAND_CN,CN,Xiamen,2026-05-25,2026-05-31,7,true,305.73,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,2,305.73,262.2,43.53,0.17,false,official_tax_inclusive,false,,,,,,,,305.73,262.2,297.98,313.48,313.48,297.98,268.85,255.55,1,1,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinnexpress/hotels/us/en/xiamen/xmncc/hoteldetail
IHG Hotels & Resorts:IHG-XMNNT,IHG Hotels & Resorts,IHG-XMNNT,Holiday Inn Express Xiamen Jimei New Town,Holiday Inn Express,MAINLAND_CN,CN,Xiamen,2026-05-25,2026-05-31,7,true,396.81,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,396.81,340.31,56.49,0.17,false,official_tax_inclusive,false,,,,,,,,396.81,340.31,306.66,453.05,410.48,362.63,352.04,311,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinnexpress/hotels/us/en/xiamen/xmnnt/hoteldetail
IHG Hotels & Resorts:IHG-XMNLU,IHG Hotels & Resorts,IHG-XMNLU,Holiday Inn Express Xiamen Lushan,Holiday Inn Express,MAINLAND_CN,CN,Xiamen,2026-05-25,2026-05-31,7,true,390.86,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,390.86,335.21,55.65,0.17,false,official_tax_inclusive,false,,,,,,,,390.86,335.21,376.62,409.85,396.56,376.62,340.1,323,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinnexpress/hotels/us/en/xiamen/xmnlu/hoteldetail
IHG Hotels & Resorts:IHG-XMNTN,IHG Hotels & Resorts,IHG-XMNTN,Holiday Inn Express Xiamen Tongan,Holiday Inn Express,MAINLAND_CN,CN,Xiamen,2026-05-25,2026-05-31,7,true,386.04,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,6,386.04,331.08,54.96,0.17,false,official_tax_inclusive,false,,,,,,,,386.04,331.08,346.72,408.75,404.59,348.94,346.99,299.25,4,2,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinnexpress/hotels/us/en/xiamen/xmntn/hoteldetail
IHG Hotels & Resorts:IHG-XMNHC,IHG Hotels & Resorts,IHG-XMNHC,Hotel Indigo Xiamen Haicang,Hotel Indigo,MAINLAND_CN,CN,Xiamen,2026-05-25,2026-05-31,7,true,537.71,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,537.71,461.16,76.55,0.17,false,official_tax_inclusive,false,,,,,,,,537.71,461.16,488.5,595.94,543.44,523.39,466.07,448.88,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/hotelindigo/hotels/us/en/xiamen/xmnhc/hoteldetail
IHG Hotels & Resorts:IHG-XMNIN,IHG Hotels & Resorts,IHG-XMNIN,Hotel Indigo Xiamen Harbour,Hotel Indigo,MAINLAND_CN,CN,Xiamen,2026-05-25,2026-05-31,7,true,688.36,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,688.36,590.36,98,0.17,false,official_tax_inclusive,false,,,,,,,,688.36,590.36,642.47,808.62,666.84,742.16,571.9,636.5,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/hotelindigo/hotels/us/en/xiamen/xmnin/hoteldetail
IHG Hotels & Resorts:IHG-XMNAD,IHG Hotels & Resorts,IHG-XMNAD,HUALUXE Xiamen Haicang Harbour View,HUALUXE,MAINLAND_CN,CN,Xiamen,2026-05-25,2026-05-31,7,true,550.9,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,6,550.9,472.47,78.43,0.17,false,official_tax_inclusive,false,,,,,,,,550.9,472.47,505.11,640.25,535.02,582.65,458.85,499.7,4,2,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/hotels/us/en/xiamen/xmnad/hoteldetail
IHG Hotels & Resorts:IHG-XMNLR,IHG Hotels & Resorts,IHG-XMNLR,InterContinental Xiamen,InterContinental,MAINLAND_CN,CN,Xiamen,2026-05-25,2026-05-31,7,true,856.35,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,856.35,734.43,121.92,0.17,false,official_tax_inclusive,false,,,,,,,,856.35,734.43,823.2,869.84,869.61,823.2,745.8,706,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/intercontinental/hotels/us/en/xiamen/xmnlr/hoteldetail
IHG Hotels & Resorts:IHG-XMNSM,IHG Hotels & Resorts,IHG-XMNSM,voco Xiamen SM City,voco,MAINLAND_CN,CN,Xiamen,2026-05-25,2026-05-31,7,true,769.54,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,769.54,659.98,109.56,0.17,false,official_tax_inclusive,false,,,,,,,,769.54,659.98,723.33,804.19,788.02,723.33,675.83,620.35,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/voco/hotels/us/en/xiamen/xmnsm/hoteldetail
IHG Hotels & Resorts:IHG-XFNFC,IHG Hotels & Resorts,IHG-XFNFC,Crowne Plaza Xiangyang,Crowne Plaza,MAINLAND_CN,CN,Xiangyang,2026-05-25,2026-05-31,7,true,396.34,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,5,396.34,339.91,56.43,0.17,false,official_tax_inclusive,false,,,,,,,,396.34,339.91,384.38,404.32,404.32,384.38,346.75,329.65,3,2,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/crowneplaza/hotels/us/en/xiangyang/xfnfc/hoteldetail
IHG Hotels & Resorts:IHG-XFNXA,IHG Hotels & Resorts,IHG-XFNXA,Crowne Plaza Xiangyang Fuchun Lakeside,Crowne Plaza,MAINLAND_CN,CN,Xiangyang,2026-05-25,2026-05-31,7,true,411.7,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,6,411.7,353.08,58.61,0.17,false,official_tax_inclusive,false,,,,,,,,411.7,353.08,397.67,418.71,418.71,397.67,359.1,341.05,4,2,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/crowneplaza/hotels/us/en/xiangyang/xfnxa/hoteldetail
IHG Hotels & Resorts:IHG-KLJXY,IHG Hotels & Resorts,IHG-KLJXY,InterContinental Xiangyang,InterContinental,MAINLAND_CN,CN,Xiangyang,2026-05-25,2026-05-31,7,true,844.7,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,844.7,724.44,120.26,0.17,false,official_tax_inclusive,false,,,,,,,,844.7,724.44,779.82,901.67,824.13,896.13,706.8,768.55,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/intercontinental/hotels/us/en/xiangyang/kljxy/hoteldetail
IHG Hotels & Resorts:IHG-SIAFD,IHG Hotels & Resorts,IHG-SIAFD,Holiday Inn Express Xi'an Fengdong,Holiday Inn Express,MAINLAND_CN,CN,Xianyang,2026-05-25,2026-05-31,7,true,336.42,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,336.42,288.53,47.9,0.17,false,official_tax_inclusive,false,,,,,,,,336.42,288.53,303.51,365.54,349.59,303.51,299.82,260.3,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinnexpress/hotels/us/en/xianyang/siafd/hoteldetail
IHG Hotels & Resorts:IHG-SIASL,IHG Hotels & Resorts,IHG-SIASL,Holiday Inn Xianyang Shuangzhao Lake,Holiday Inn,MAINLAND_CN,CN,Xianyang,2026-05-25,2026-05-31,7,true,408.43,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,408.43,350.28,58.15,0.17,false,official_tax_inclusive,false,,,,,,,,408.43,350.28,387.7,464.13,415.62,390.47,356.44,334.88,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinn/hotels/us/en/xianyang/siasl/hoteldetail
IHG Hotels & Resorts:IHG-SIALK,IHG Hotels & Resorts,IHG-SIALK,HUALUXE Xianyang,HUALUXE,MAINLAND_CN,CN,Xianyang,2026-05-25,2026-05-31,7,true,624.08,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,5,624.08,535.23,88.85,0.17,false,official_tax_inclusive,false,,,,,,,,624.08,535.23,554.96,712.26,617.73,633.61,529.78,543.4,3,2,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/hotels/us/en/xianyang/sialk/hoteldetail
IHG Hotels & Resorts:IHG-XICCC,IHG Hotels & Resorts,IHG-XICCC,Holiday Inn Express Xichang Qionghai,Holiday Inn Express,MAINLAND_CN,CN,Xichang,2026-05-25,2026-05-31,7,true,292.99,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,6,292.99,251.28,41.72,0.17,false,official_tax_inclusive,false,,,,,,,,292.99,251.28,286.9,305.73,294.21,286.9,252.32,246.05,5,1,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinnexpress/hotels/us/en/xichang/xiccc/hoteldetail
IHG Hotels & Resorts:IHG-HYNXH,IHG Hotels & Resorts,IHG-HYNXH,Crowne Plaza Xinghua,Crowne Plaza,MAINLAND_CN,CN,Xinghua,2026-05-25,2026-05-31,7,true,440.87,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,3,440.87,378.1,62.77,0.17,false,official_tax_inclusive,false,,,,,,,,440.87,378.1,433.12,456.37,444.75,433.12,381.42,371.45,2,1,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/crowneplaza/hotels/us/en/xinghua/hynxh/hoteldetail
IHG Hotels & Resorts:IHG-XNTQC,IHG Hotels & Resorts,IHG-XNTQC,Holiday Inn Xingtai Quancheng,Holiday Inn,MAINLAND_CN,CN,Xingtai,2026-05-25,2026-05-31,7,true,388.14,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,5,388.14,332.88,55.26,0.17,false,official_tax_inclusive,false,,,,,,,,388.14,332.88,381.05,404.32,386.87,393.24,331.79,337.25,4,1,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinn/hotels/us/en/xingtai/xntqc/hoteldetail
IHG Hotels & Resorts:IHG-XNNRW,IHG Hotels & Resorts,IHG-XNNRW,Holiday Inn Express Xining Railway Station,Holiday Inn Express,MAINLAND_CN,CN,Xining,2026-05-25,2026-05-31,7,true,397.51,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,397.51,340.91,56.59,0.17,false,official_tax_inclusive,false,,,,,,,,397.51,340.91,346.72,530.59,390.8,414.28,335.16,355.3,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinnexpress/hotels/us/en/xining/xnnrw/hoteldetail
IHG Hotels & Resorts:IHG-XNNQT,IHG Hotels & Resorts,IHG-XNNQT,Holiday Inn Xining Datong,Holiday Inn,MAINLAND_CN,CN,Xining,2026-05-25,2026-05-31,7,true,251.26,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,6,251.26,215.49,35.77,0.17,false,official_tax_inclusive,false,,,,,,,,251.26,215.49,230.4,272.49,258.93,235.94,222.06,202.35,4,2,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinn/hotels/us/en/xining/xnnqt/hoteldetail
IHG Hotels & Resorts:IHG-XNNHT,IHG Hotels & Resorts,IHG-XNNHT,Holiday Inn Xining Hot-Spring,Holiday Inn,MAINLAND_CN,CN,Xining,2026-05-25,2026-05-31,7,true,360.23,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,5,360.23,308.94,51.29,0.17,false,official_tax_inclusive,false,,,,,,,,360.23,308.94,309.05,386.59,382.9,326.22,328.38,279.77,3,2,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinn/hotels/us/en/xining/xnnht/hoteldetail
IHG Hotels & Resorts:IHG-SJWXI,IHG Hotels & Resorts,IHG-SJWXI,Holiday Inn Express Xinji City Center,Holiday Inn Express,MAINLAND_CN,CN,Xinji,2026-05-25,2026-05-31,7,true,266.52,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,5,266.52,228.57,37.95,0.17,false,official_tax_inclusive,false,,,,,,,,266.52,228.57,245.91,297.98,271.67,245.91,232.99,210.9,4,1,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinnexpress/hotels/us/en/xinji/sjwxi/hoteldetail
IHG Hotels & Resorts:IHG-CGOXP,IHG Hotels & Resorts,IHG-CGOXP,Holiday Inn Express Xinxiang Pingyuan New Area,Holiday Inn Express,MAINLAND_CN,CN,Xinxiang,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,ihg_calendar_no_product,ihg_official_availability_calendar_api,Invalid property code,2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinnexpress/hotels/us/en/xinxiang/cgoxp/hoteldetail
IHG Hotels & Resorts:IHG-JHGXB,IHG Hotels & Resorts,IHG-JHGXB,Crowne Plaza Resort Xishuangbanna Parkview,Crowne Plaza,MAINLAND_CN,CN,Xishuangbanna,2026-05-25,2026-05-31,7,true,642.78,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,642.78,551.27,91.51,0.17,false,official_tax_inclusive,false,,,,,,,,642.78,551.27,578.22,774.29,635.38,661.3,544.92,567.15,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/crowneplaza/hotels/us/en/jinghong/jhgxb/hoteldetail
IHG Hotels & Resorts:IHG-JHGXA,IHG Hotels & Resorts,IHG-JHGXA,InterContinental Xishuangbanna Resort,InterContinental,MAINLAND_CN,CN,Xishuangbanna,2026-05-25,2026-05-31,7,true,685.67,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,6,685.67,588.05,97.62,0.17,false,official_tax_inclusive,false,,,,,,,,685.67,588.05,685.67,685.67,685.67,685.67,588.05,588.05,5,1,,,available_partial_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/intercontinental/hotels/us/en/jing-hong/jhgxa/hoteldetail
IHG Hotels & Resorts:IHG-LNJBG,IHG Hotels & Resorts,IHG-LNJBG,voco Xishuangbanna Botanical Garden,voco,MAINLAND_CN,CN,Xishuangbanna,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,ihg_calendar_no_product,ihg_official_availability_calendar_api,The property is not active,2026-05-24T11:46:23.624Z,https://www.ihg.com/voco/hotels/us/en/xishuangbanna/lnjbg/hoteldetail
IHG Hotels & Resorts:IHG-JHGGZ,IHG Hotels & Resorts,IHG-JHGGZ,voco Xishuangbanna Gaozhuang,voco,MAINLAND_CN,CN,Xishuangbanna,2026-05-25,2026-05-31,7,true,907.05,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,907.05,777.91,129.14,0.17,false,official_tax_inclusive,false,,,,,,,,907.05,777.91,867.33,1012.44,916.29,883.95,785.84,758.1,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/voco/hotels/us/en/xishuangbanna/jhggz/hoteldetail
IHG Hotels & Resorts:IHG-XUZCP,IHG Hotels & Resorts,IHG-XUZCP,Crowne Plaza Xuzhou Dalong Lake,Crowne Plaza,MAINLAND_CN,CN,Xuzhou,2026-05-25,2026-05-31,7,false,,CNY,not_available,0,,,,,false,,false,,,,,,,,,,,,,,,,0,0,,,ihg_calendar_no_product,ihg_official_availability_calendar_api,The property is not active,2026-05-24T11:46:23.624Z,https://www.ihg.com/crowneplaza/hotels/us/en/xuzhou/xuzcp/hoteldetail
IHG Hotels & Resorts:IHG-XUZXY,IHG Hotels & Resorts,IHG-XUZXY,Holiday Inn Xuzhou Yunquan,Holiday Inn,MAINLAND_CN,CN,Xuzhou,2026-05-25,2026-05-31,7,true,522.99,CNY,7-night official IHG availability calendar tax-inclusive lowest-rate average; one-night stays; adults=1; rooms=1; public rate not constrained by explicit rate code,7,522.99,448.54,74.46,0.17,false,official_tax_inclusive,false,,,,,,,,522.99,448.54,427.57,775.39,482.51,624.19,413.82,535.33,5,2,,,available_full_window,ihg_official_availability_calendar_api,"Final averages use IHG offer averageDailyAmountAfterFeeTax/totalAmountAfterFeeTax when exposed for the referenced lowest-rate offer. Calendar response exposes aggregate tax/fee amount, not individual tax names/rates.",2026-05-24T11:46:23.624Z,https://www.ihg.com/holidayinn/hotels/us/en/xuzhou/xuzxy/hoteldetail
